11.1333	0	14.5933	0	1
11.1167	0	14.5167	0	2
11.1	0	14.4267	0	3
11.09	0	14.3733	0	4
11.1333	0	14.5933	0	5
11.1167	0	14.5167	0	6
11.1	0	14.4267	0	7
11.09	0	14.3733	0	8
11.1333	0	14.5933	0	9
11.1167	0	14.5167	0	10
11.1	0	14.4267	0	11
11.09	0	14.3733	0	12
11.1333	0	14.5933	0	13
11.1167	0	14.5167	0	14
11.1	0	14.4267	0	15
11.09	0	14.3733	0	16
11.16	0	14.72	0	17
11.1433	0	14.64	0	18
11.1233	0	14.54	0	19
11.11	0	14.4833	0	20
11.16	0	14.72	0	21
11.1433	0	14.64	0	22
11.1233	0	14.54	0	23
11.11	0	14.4833	0	24
11.16	0	14.72	0	25
11.1433	0	14.64	0	26
11.1233	0	14.54	0	27
11.11	0	14.4833	0	28
11.16	0	14.72	0	29
11.1433	0	14.64	0	30
11.1233	0	14.54	0	31
11.11	0	14.4833	0	32
11.1967	0	14.9133	0	33
11.18	0	14.82	0	34
11.1567	0	14.7133	0	35
11.1433	0	14.65	0	36
11.1967	0	14.9133	0	37
11.18	0	14.82	0	38
11.1567	0	14.7133	0	39
11.1433	0	14.65	0	40
11.1967	0	14.9133	0	41
11.18	0	14.82	0	42
11.1567	0	14.7133	0	43
11.1433	0	14.65	0	44
11.1967	0	14.9133	0	45
11.18	0	14.82	0	46
11.1567	0	14.7133	0	47
11.1433	0	14.65	0	48
11.2267	0	15.06	0	49
11.2067	0	14.96	0	50
11.1833	0	14.8433	0	51
11.17	0	14.7733	0	52
11.2267	0	15.06	0	53
11.2067	0	14.96	0	54
11.1833	0	14.8433	0	55
11.17	0	14.7733	0	56
11.2267	0	15.06	0	57
11.2067	0	14.96	0	58
11.1833	0	14.8433	0	59
11.17	0	14.7733	0	60
11.2267	0	15.06	0	61
11.2067	0	14.96	0	62
11.1833	0	14.8433	0	63
11.17	0	14.7733	0	64
11.1333	0	14.59	0	65
11.1167	0	14.5133	0	66
11.1	0	14.4233	0	67
11.09	0	14.37	0	68
11.1333	0	14.59	0	69
11.1167	0	14.5133	0	70
11.1	0	14.4233	0	71
11.09	0	14.37	0	72
11.1333	0	14.59	0	73
11.1167	0	14.5133	0	74
11.1	0	14.4233	0	75
11.09	0	14.37	0	76
11.1333	0	14.59	0	77
11.1167	0	14.5133	0	78
11.1	0	14.4233	0	79
11.09	0	14.37	0	80
11.16	0	14.72	0	81
11.1433	0	14.6367	0	82
11.1233	0	14.54	0	83
11.11	0	14.4833	0	84
11.16	0	14.72	0	85
11.1433	0	14.6367	0	86
11.1233	0	14.54	0	87
11.11	0	14.4833	0	88
11.16	0	14.72	0	89
11.1433	0	14.6367	0	90
11.1233	0	14.54	0	91
11.11	0	14.4833	0	92
11.16	0	14.72	0	93
11.1433	0	14.6367	0	94
11.1233	0	14.54	0	95
11.11	0	14.4833	0	96
11.1967	0	14.91	0	97
11.1767	0	14.82	0	98
11.1567	0	14.71	0	99
11.1433	0	14.6467	0	100
11.1967	0	14.91	0	101
11.1767	0	14.82	0	102
11.1567	0	14.71	0	103
11.1433	0	14.6467	0	104
11.1967	0	14.91	0	105
11.1767	0	14.82	0	106
11.1567	0	14.71	0	107
11.1433	0	14.6467	0	108
11.1967	0	14.91	0	109
11.1767	0	14.82	0	110
11.1567	0	14.71	0	111
11.1433	0	14.6467	0	112
11.2267	0	15.0567	0	113
11.2067	0	14.9567	0	114
11.1833	0	14.84	0	115
11.17	0	14.7733	0	116
11.2267	0	15.0567	0	117
11.2067	0	14.9567	0	118
11.1833	0	14.84	0	119
11.17	0	14.7733	0	120
11.2267	0	15.0567	0	121
11.2067	0	14.9567	0	122
11.1833	0	14.84	0	123
11.17	0	14.7733	0	124
11.2267	0	15.0567	0	125
11.2067	0	14.9567	0	126
11.1833	0	14.84	0	127
11.17	0	14.7733	0	128
11.1333	0	14.59	0	129
11.1167	0	14.5133	0	130
11.1	0	14.4233	0	131
11.0867	0	14.37	0	132
11.1333	0	14.59	0	133
11.1167	0	14.5133	0	134
11.1	0	14.4233	0	135
11.0867	0	14.37	0	136
11.1333	0	14.59	0	137
11.1167	0	14.5133	0	138
11.1	0	14.4233	0	139
11.0867	0	14.37	0	140
11.1333	0	14.59	0	141
11.1167	0	14.5133	0	142
11.1	0	14.4233	0	143
11.0867	0	14.37	0	144
11.1567	0	14.7167	0	145
11.14	0	14.6333	0	146
11.1233	0	14.5367	0	147
11.11	0	14.48	0	148
11.1567	0	14.7167	0	149
11.14	0	14.6333	0	150
11.1233	0	14.5367	0	151
11.11	0	14.48	0	152
11.1567	0	14.7167	0	153
11.14	0	14.6333	0	154
11.1233	0	14.5367	0	155
11.11	0	14.48	0	156
11.1567	0	14.7167	0	157
11.14	0	14.6333	0	158
11.1233	0	14.5367	0	159
11.11	0	14.48	0	160
11.1967	0	14.9067	0	161
11.1767	0	14.8167	0	162
11.1567	0	14.71	0	163
11.1433	0	14.6467	0	164
11.1967	0	14.9067	0	165
11.1767	0	14.8167	0	166
11.1567	0	14.71	0	167
11.1433	0	14.6467	0	168
11.1967	0	14.9067	0	169
11.1767	0	14.8167	0	170
11.1567	0	14.71	0	171
11.1433	0	14.6467	0	172
11.1967	0	14.9067	0	173
11.1767	0	14.8167	0	174
11.1567	0	14.71	0	175
11.1433	0	14.6467	0	176
11.2233	0	15.0533	0	177
11.2033	0	14.9533	0	178
11.1833	0	14.8367	0	179
11.17	0	14.77	0	180
11.2233	0	15.0533	0	181
11.2033	0	14.9533	0	182
11.1833	0	14.8367	0	183
