49	1	1.716738197
49	2	1.711815809
49	3	1.704593881
49	4	1.697288581
49	5	1.597890784
49	6	1.593625498
49	7	1.585225697
49	8	1.576913979
49	9	1.359018788
49	10	1.355932203
49	11	1.346801347
49	12	1.334801615
49	13	1.142857143
49	14	1.138530726
49	15	1.129943503
49	16	1.117318436
50	1	2.047816516
50	2	2.04425819
50	3	2.037282265
50	4	2.026958549
50	5	1.93236715
50	6	1.93236715
50	7	1.923076923
50	8	1.916902286
50	9	1.70212766
50	10	1.697288581
50	11	1.690117041
50	12	1.680672269
50	13	1.477814313
50	14	1.474165254
50	15	1.465201465
50	16	1.456293006
51	1	2.575162557
51	2	2.575162557
51	3	2.569538126
51	4	2.564102564
51	5	2.469135802
51	6	2.47417579
51	7	2.469135802
51	8	2.458966005
51	9	2.255681498
51	10	2.25136489
51	11	2.247191011
51	12	2.242906807
51	13	2.030456853
51	14	2.030456853
51	15	2.02020202
51	16	2.013389037
52	1	2.999850007
52	2	2.999850007
52	3	2.992444079
52	4	2.985074627
52	5	2.905498656
52	6	2.905498656
52	7	2.898550725
52	8	2.898550725
52	9	2.696689813
52	10	2.696689813
52	11	2.690522634
52	12	2.684563758
52	13	2.47939007
52	14	2.47417579
52	15	2.47417579
52	16	2.463964519
53	1	1.863325104
53	2	1.860465116
53	3	1.854685399
53	4	-1
53	5	1.749245638
53	6	1.749322138
53	7	1.741629294
53	8	-1
53	9	1.518948887
53	10	1.515151515
53	11	1.509433962
53	12	1.498127341
53	13	1.302931596
53	14	1.300136514
53	15	1.291697614
53	16	1.280696699
54	1	2.213981292
54	2	2.213981292
54	3	2.209944751
54	4	2.201915667
54	5	2.112713252
54	6	2.109037225
54	7	2.101612988
54	8	2.094240838
54	9	1.886792453
54	10	1.88377131
54	11	1.877934272
54	12	1.869158879
54	13	1.664308896
54	14	1.664378147
54	15	1.657481457
54	16	1.648329006
55	1	2.777777778
55	2	2.777777778
55	3	2.777777778
55	4	2.771234585
55	5	2.684563758
55	6	2.684563758
55	7	2.678631219
55	8	2.678451855
55	9	2.474328838
55	10	2.474328838
55	11	2.47417579
55	12	2.464116306
55	13	2.259887006
55	14	2.259887006
55	15	2.255681498
55	16	2.25136489
56	1	3.234414167
56	2	3.234414167
56	3	3.225806452
56	4	3.234414167
56	5	3.149606299
56	6	3.149606299
56	7	3.141443493
56	8	3.141443493
56	9	2.955737826
56	10	2.948330508
56	11	2.948330508
56	12	2.941176471
56	13	2.739726027
56	14	2.739726027
56	15	2.739726027
56	16	2.733360667
57	1	2.079650619
57	2	2.076088649
57	3	2.07253886
57	4	2.06185567
57	5	1.973651749
57	6	1.97044335
57	7	1.96396131
57	8	1.954365564
57	9	1.749245638
57	10	1.746724891
57	11	1.741629294
57	12	-1
57	13	1.536511351
57	14	1.534507231
57	15	1.526717557
57	16	-1
58	1	2.464116306
58	2	2.459117177
58	3	2.45398773
58	4	-1
58	5	2.362251225
58	6	2.362111728
58	7	2.357517534
58	8	-1
58	9	2.150537634
58	10	2.150537634
58	11	2.142818878
58	12	-1
58	13	1.935452654
58	14	1.93236715
58	15	1.929291468
58	16	-1
59	1	3.076923077
59	2	3.084991516
59	3	3.076923077
59	4	3.069132203
59	5	2.992444079
59	6	2.985074627
59	7	2.985074627
59	8	2.985074627
59	9	2.790762576
59	10	2.790762576
59	11	2.790762576
59	12	2.78415814
59	13	2.591680705
59	14	2.591680705
59	15	2.580645161
59	16	2.580645161
60	1	3.581982627
60	2	3.581982627
60	3	3.581982627
60	4	3.571428571
60	5	3.498338289
60	6	3.498338289
60	7	3.48827069
60	8	3.48827069
60	9	3.314825557
60	10	3.305785124
60	11	3.305785124
60	12	3.305785124
60	13	3.116721209
60	14	3.116721209
60	15	3.108727753
60	16	3.100775194
61	1	2.238764202
61	2	2.234636872
61	3	2.226303779
61	4	-1
61	5	2.135155333
61	6	2.131400863
61	7	2.123818626
61	8	-1
61	9	1.916994153
61	10	1.913875598
61	11	1.907850806
61	12	-1
61	13	1.706921567
61	14	1.704521243
61	15	1.697360604
61	16	-1
62	1	2.643230027
62	2	2.637304675
62	3	2.631578947
62	4	-1
62	5	2.547770701
62	6	2.547770701
62	7	2.542265158
62	8	-1
62	9	2.343704225
62	10	2.339181287
62	11	2.339181287
62	12	-1
62	13	2.131400863
62	14	2.131514441
62	15	2.127659574
62	16	-1
63	1	3.296793868
63	2	3.296793868
63	3	3.287851389
63	4	-1
63	5	3.208470362
63	6	3.208470362
63	7	3.208470362
63	8	-1
63	9	3.03030303
63	10	3.022517757
63	11	3.022517757
63	12	-1
63	13	2.823462977
63	14	2.823462977
63	15	2.816901408
63	16	2.816901408
64	1	3.821899484
64	2	3.821899484
64	3	3.80952381
64	4	3.821534346
64	5	3.738317757
64	6	3.738317757
64	7	3.738317757
64	8	3.738317757
64	9	3.571428571
64	10	3.560936526
64	11	3.571428571
64	12	3.571428571
64	13	3.380376912
64	14	3.380376912
64	15	3.380376912
64	16	3.370691834
