10.58	39.4033	12.0967	0	245
10.6267	39.3567	12.2933	0	225
10.6133	39.2333	12.2267	0	246
10.67	39	12.4633	0	226
10.7167	38.5967	12.6133	0	247
10.7967	37.4533	12.9567	39.3533	227
10.86	37.3433	13.1733	39.5267	248
10.58	35.19	12.0967	36.6367	1265
10.9767	34.4	13.69	36.7233	228
10.6133	34.3467	12.2267	35.89	1266
10.6267	34.1533	12.2967	35.58	229
10.67	33.8933	12.4633	35.4367	230
10.7967	32.99	12.9567	34.86	231
10.7167	32.2967	12.6133	34.12	1267
10.9767	31.1667	13.69	33.4967	232
10.9567	0	13.6033	0	3108
10.8467	0	13.12	0	3128
10.7833	0	12.9067	0	3107
10.7067	0	12.58	0	3127
10.86	29.7633	13.1733	31.98	1268
10.61	0	12.2067	0	3126
10.6633	0	12.4333	0	3106
10.5733	0	12.08	0	3125
10.62	0	12.27	0	3105
10.9567	0	13.6067	0	2096
10.4767	29.4233	11.6967	32.2	497
10.5	31.4967	11.7733	30.5633	498
10.7833	0	12.91	0	2095
10.7067	0	12.5833	0	2171
10.8467	0	13.12	0	2100
10.6467	0	12.3	0	3384
10.7067	0	12.58	0	2099
10.6633	0	12.4333	0	2094
10.56	0	11.9833	0	3383
10.7233	0	12.61	0	3364
10.62	0	12.2733	0	2093
10.4967	0	11.7633	0	3382
10.4767	0	11.69	0	3381
10.61	0	12.2067	0	2098
10.6133	0	12.21	0	3363
10.5733	0	12.08	0	2097
10.6633	0	12.4333	0	2086
10.9567	0	13.6033	0	2084
10.54	0	11.9333	0	3362
10.5133	0	11.8367	0	3361
10.62	0	12.27	0	2085
10.6467	0	12.3033	0	2428
10.7833	0	12.9067	0	2083
10.61	0	12.21	0	2170
10.9567	0	13.6033	0	3112
10.5633	26.2567	12	28.4133	499
11.1667	0	14.5567	0	2068
10.5767	0	12.0833	0	2169
10.8467	0	13.12	0	2104
10.6633	0	12.4333	0	2082
10.7833	0	12.91	0	3111
10.62	0	12.27	0	2081
10.7067	0	12.58	0	2103
10.6633	0	12.4333	0	3110
10.7	0	12.6	0	2129
10.62	0	12.27	0	3109
10.61	0	12.2067	0	2102
10.5733	0	12.08	0	2101
10.6133	0	12.21	0	2343
10.6467	0	12.3	0	2356
11.1667	0	14.5567	0	3092
10.47	0	11.5967	0	3640
10.42	0	11.44	0	3639
10.3833	0	11.3267	0	3638
10.3733	0	11.29	0	3637
10.56	0	11.9833	0	2355
10.9233	0	13.5167	0	2067
10.4967	0	11.7633	0	2354
10.4767	0	11.69	0	2353
10.8467	0	13.12	0	2108
10.5133	0	11.7767	0	3620
10.4	0	11.3967	0	3617
10.4133	0	11.4433	0	3618
10.4567	0	11.58	0	3619
10.4767	24.9733	11.6967	26.5933	501
10.7233	0	12.6133	0	2348
10.54	0	11.9333	0	2342
10.7233	0	12.61	0	2340
10.56	0	11.9867	0	2427
10.9233	0	13.52	0	3091
10.8467	0	13.12	0	2112
10.7067	0	12.58	0	2107
10.3867	0	11.28	0	3896
10.5133	0	11.8367	0	2341
10.3533	0	11.18	0	3895
10.6133	0	12.21	0	2347
10.3267	0	11.1067	0	3894
10.32	0	11.08	0	3893
10.8467	0	13.12	0	3132
10.7567	0	12.8267	0	2066
10.61	0	12.2067	0	2106
10.7067	0	12.58	0	2111
10.54	0	11.9333	0	2346
10.5733	0	12.08	0	2105
10.6133	0	12.21	0	2339
10.5133	0	11.8367	0	2345
10.42	0	11.41	0	3876
10.6967	0	12.5967	0	2065
10.6133	29.3367	12.2267	31.1933	1270
10.7233	0	12.6133	0	2352
10.7567	0	12.8267	0	3090
10.7067	0	12.5833	0	3131
10.61	0	12.2067	0	2110
10.38	0	11.2833	0	3875
10.35	0	11.1967	0	3874
10.34	0	11.1667	0	3873
10.6467	0	12.3	0	2360
10.5733	0	12.08	0	2109
10.54	0	11.9333	0	2338
10.4967	0	11.7667	0	2426
10.7	0	12.5967	0	3089
10.5	24.1733	11.7733	25.4267	502
10.5133	0	11.8367	0	2337
10.61	0	12.2067	0	3130
10.6133	0	12.21	0	2351
10.5733	0	12.08	0	3129
10.56	0	11.9833	0	2359
10.4767	0	11.69	0	2425
10.7133	0	12.6233	0	2327
10.7233	0	12.6133	0	3368
10.4967	0	11.7633	0	2358
10.54	0	11.9333	0	2350
10.4767	0	11.69	0	2357
10.5133	0	11.8367	0	2349
10.6133	0	12.21	0	3367
10.5633	24.9533	12	25.1367	503
10.54	0	11.9333	0	3366
10.5133	0	11.8367	0	3365
10.61	0	12.2267	0	2386
10.47	0	11.5967	0	2684
10.58	29.84	12.0967	31.6767	1269
10.5133	0	11.7767	0	2600
10.6467	0	12.3	0	2364
10.61	0	12.2233	0	2326
10.56	0	11.9833	0	2363
10.8633	0	13.2167	0	2324
10.47	0	11.5967	0	2612
10.6467	0	12.3	0	2368
10.4967	0	11.7633	0	2362
10.4767	0	11.69	0	2361
10.42	0	11.44	0	2611
10.5733	0	12.0867	0	2325
10.61	24.54	12.2167	26.1233	178
10.4133	0	11.4433	0	2666
10.3833	0	11.3267	0	2610
10.3733	0	11.29	0	2609
10.56	0	11.9833	0	2367
10.38	0	11.2867	0	2923
10.5767	24.4067	12.0867	25.8767	177
10.5733	0	12.09	0	2385
10.4967	0	11.7667	0	2366
10.4567	0	11.58	0	2599
